id,label,domain,taxonomy_id,language,country,channel,text,split
NVJI-0053662,scam,investment,I14,es,AR,telegram,"[unknown_sender] plataforma de trading. rentabilidad diaria; aviso final. hxxps://investment-i14-12[.]invalid/nv-4eb2f56d1c
[recipient] Verifique por el canal oficial de la organización.
[unknown_sender] dentro de una hora. rentabilidad diaria.
[recipient] No se requiere tarifa, depósito, contraseña, OTP ni transferencia de dinero.
[unknown_sender] envíame dinero 399. https://case-12.invalid/nv-4eb2f56d1c Ref: NV-4EB2F56D1C",train
NVJI-0012318,scam,investment,I14,es,CO,social_media_dm,plataforma de trading. rentabilidad diaria; actúa inmediatamente. hxxps://investment-i14-26[.]invalid/nv-77727203cf Ref: NV-77727203CF,train
NVJI-0023742,scam,investment,I14,bn,BD,social_media_dm,ট্রেডিং প্ল্যাটফর্ম. দৈনিক রিটার্ন; শেষ সতর্কতা. hxxps://investment-i14-4[.]invalid/nv-3fa08b0b27 Ref: NV-3FA08B0B27,train
NVJI-0017774,scam,investment,I14,de,CH,telegram,krypto-investition. garantierter gewinn; letzte warnung. https：//investment-i14-50.invalid/nv-7e8e4d7b33 Ref： NV-7E8E4D7B33,train
NVJI-0022734,scam,investment,I14,hi,IN,social_media_dm,ट्रेडिंग प्लेटफॉर्म. रोजाना रिटर्न; अंतिम चेतावनी. hxxps://investment-i14-63[.]invalid/nv-c140df97b4 Ref: NV-C140DF97B4,validation
NVJI-0020319,scam,investment,I15,fr,CH,social_media_dm,plateforme de trading. dépôt remboursable. effectuez le paiement 99. Ref： NV-C4FFAB273B,train
NVJI-0055455,scam,investment,I15,ar,JO,job_board,"[unknown_sender] استثمار العملات المشفرة... رسوم الإفراج. حوّل المال الآن 2500.
[recipient] تحقق بشكل مستقل عبر القناة الرسمية للمؤسسة.
[unknown_sender] تحذير أخير. وديعة قابلة للاسترداد.
[recipient] لا يلزم دفع رسوم أو وديعة أو تقديم كلمة مرور أو رمز تحقق أو تحويل أموال.
[unknown_sender] قم بالدفع 2500. https://case-59.invalid/nv-4caa5f69d5 Ref: NV-4CAA5F69D5",test
NVJI-0054255,scam,investment,I15,hi,IN,social_media_dm,"[unknown_sender] क्रिप्टो निवेश... रिलीज शुल्क. अभी पैसे भेजें 2500.
[recipient] संगठन के आधिकारिक माध्यम से स्वतंत्र पुष्टि करें।
[unknown_sender] अंतिम चेतावनी. वापसी योग्य जमा.
[recipient] कोई शुल्क, जमा, पासवर्ड, ओटीपी या धन हस्तांतरण आवश्यक नहीं है।
[unknown_sender] भुगतान करें 2500. https://case-23.invalid/nv-f20db91fa8 Ref: NV-F20DB91FA8",test
NVJI-0014495,scam,investment,I15,vi,VN,whatsapp,đầu tư tiền điện tử... phí giải ngân. chuyển tiền ngay 2500. Ref: NV-D7B906ACA6,train
NVJI-0052335,scam,investment,I15,de,DE,whatsapp,"[unknown_sender] krypto-investition... freigabegebühr. überweisen sie das geld sofort 2500.
[recipient] Prüfen Sie dies über den offiziellen Kanal der Organisation.
[unknown_sender] letzte warnung. rückzahlbare kaution.
[recipient] Es sind keine Gebühr, Kaution, Passwort, OTP oder Geldüberweisung erforderlich.
[unknown_sender] leisten sie die zahlung 2500. https://case-43.invalid/nv-90cb57789a Ref: NV-90CB57789A",test
NVJI-0022527,scam,investment,I15,ur,PK,job_board,ٹریڈنگ پلیٹ فارم. قابل واپسی جمع. مجھے پیسے بھیجیں 99. Ref： NV-2965395011,train
NVJI-0019263,scam,investment,I15,th,TH,telegram,แพลตฟอร์มซื้อขาย. เงินมัดจำคืนได้. โอนเงินตอนนี้ 99. Ref： NV-61676A5448,train
NVJI-0016143,scam,investment,I15,ur,PK,job_board,ٹریڈنگ پلیٹ فارم. قابل واپسی جمع. ابھی رقم بھیجیں 99. Ref： NV-7CF9E2FD88,validation
NVJI-0015279,scam,investment,I15,ms,SG,social_media_dm,platform dagangan. deposit boleh dikembalikan. buat bayaran 99. Ref： NV-B21DBAD04C,train
NVJI-0055839,scam,investment,I15,vi,VN,sms,"[unknown_sender] đầu tư tiền điện tử... phí giải ngân. gửi tiền cho tôi 2500.
[recipient] Hãy xác minh qua kênh chính thức của tổ chức.
[unknown_sender] cảnh báo cuối cùng. tiền đặt cọc được hoàn lại.
[recipient] Không yêu cầu phí, tiền đặt cọc, mật khẩu, OTP hoặc chuyển tiền.
[unknown_sender] thực hiện thanh toán 2500. https://case-55.invalid/nv-191fda711f Ref: NV-191FDA711F",train
NVJI-0019424,scam,investment,I16,es,US,chat_group,dentro de una hora — paga para recuperar los fondos. tarifa de procesamiento. hxxps://investment-i16-51[.]invalid/nv-19f777b188. Ref: NV-19F777B188,train
NVJI-0014800,scam,investment,I16,tl,PH,job_board,kumilos agad — mababalik namin ang pera mo. refundable deposit. https：//investment-i16-83.invalid/nv-a5eacefdd8. Ref： NV-A5EACEFDD8,train
NVJI-0053232,scam,investment,I16,ar,AE,chat_group,"[unknown_sender] خلال ساعة — يمكننا استرداد أموالك. رسوم المعالجة. hxxps://investment-i16-67[.]invalid/nv-6e5087f370.
[recipient] تحقق بشكل مستقل عبر القناة الرسمية للمؤسسة.
[unknown_sender] تحذير أخير. وديعة قابلة للاسترداد.
[recipient] لا يلزم دفع رسوم أو وديعة أو تقديم كلمة مرور أو رمز تحقق أو تحويل أموال.
[unknown_sender] قم بالدفع 750. https://case-67.invalid/nv-6e5087f370 Ref: NV-6E5087F370",train
NVJI-0013360,scam,investment,I16,ms,MY,whatsapp,bertindak segera — bayar untuk pemulihan dana. deposit boleh dikembalikan. https：//investment-i16-1.invalid/nv-901c9040c1. Ref： NV-901C9040C1,train
NVJI-0022512,scam,investment,I16,th,TH,sms,ภายในหนึ่งชั่วโมง !!! เราสามารถกู้เงินของคุณคืนได้... ค่าปลดล็อก. https://investment-i16-35.invalid/nv-d1f776b0bb. Ref: NV-D1F776B0BB,train
NVJI-0055296,scam,investment,I16,es,MX,whatsapp,"[unknown_sender] actúa inmediatamente — paga para recuperar los fondos. tarifa de procesamiento. hxxps://investment-i16-94[.]invalid/nv-bbc233b8d4.
[recipient] Verifique por el canal oficial de la organización.
[unknown_sender] aviso final. depósito reembolsable.
[recipient] No se requiere tarifa, depósito, contraseña, OTP ni transferencia de dinero.
[unknown_sender] realiza el pago 750. https://case-94.invalid/nv-bbc233b8d4 Ref: NV-BBC233B8D4",train
NVJI-0015024,scam,investment,I16,ja,JP,email,1時間以内 !!! 被害金を取り戻せます... 解除手数料. https://investment-i16-16.invalid/nv-4a075c26b8. Ref: NV-4A075C26B8,train
NVJI-0054576,scam,investment,I16,fr,FR,chat_group,"[unknown_sender] agissez immédiatement — nous pouvons récupérer votre argent. frais de traitement. hxxps://investment-i16-53[.]invalid/nv-13cde4e795.
[recipient] Vérifiez par le canal officiel de l’organisation.
[unknown_sender] dernier avertissement. dépôt remboursable.
[recipient] Aucun frais, dépôt, mot de passe, OTP ou transfert d’argent n’est requis.
[unknown_sender] effectuez le paiement 750. https://case-53.invalid/nv-13cde4e795 Ref: NV-13CDE4E795",validation
NVJI-0021024,scam,investment,I16,hi,IN,whatsapp,अंतिम चेतावनी !!! हम आपका पैसा वापस दिला सकते हैं... रिलीज शुल्क. https://investment-i16-2.invalid/nv-29be303ae6. Ref: NV-29BE303AE6,train
NVJI-0012880,scam,investment,I16,vi,VN,telegram,trong vòng một giờ — chúng tôi có thể lấy lại tiền cho bạn. tiền đặt cọc được hoàn lại. https：//investment-i16-6.invalid/nv-3c7f606de1. Ref： NV-3C7F606DE1,train
